"id","name","description","category","country","city","address","latitude","longitude","certifications","certification_details","capacity_value","capacity_unit","lead_time_days","website","contact_email","embedding_id","is_active","created_at","updated_at"
"5d512ab6-0fe4-4173-9fc3-e78124eb07ca","Hannover Packaging Ltd.","Manufacturer of cardboard, corrugated, and sustainable packaging for industrial and consumer goods. Custom design services available with FSC certified paper sourcing.","packaging","Germany","Hannover","59 Industriestraße, Hannover, Germany","52.350881","9.788987","[""ISO 27001"", ""ISO 22000"", ""REACH""]","{""ISO 27001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2028-08-28""}, ""ISO 22000"": {""issuing_body"": ""DNV"", ""valid_until"": ""2029-12-28""}, ""REACH"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2028-07-28""}}","173852","units/month",39,"https://www.example-supplier-fa7274d9.com","procurement@example-00758d0d.com","5d512ab6-0fe4-4173-9fc3-e78124eb07ca",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"62b4ccc4-e934-4f85-a7b2-22b1483d40f3","Vienna Metals AG","Specializes in precision metal components including steel, aluminum, and copper alloys. State-of-the-art CNC machining facility with 20 years of experience in automotive and aerospace.","metals","Austria","Vienna","183 Industriestraße, Vienna, Austria","48.44974","16.192788","[""ISO 9001"", ""AS9100"", ""ISO 22000"", ""CE""]","{""ISO 9001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2029-11-28""}, ""AS9100"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2029-09-28""}, ""ISO 22000"": {""issuing_body"": ""DNV"", ""valid_until"": ""2026-04-28""}, ""CE"": {""issuing_body"": ""SGS"", ""valid_until"": ""2026-06-28""}}","1878","kg/month",82,"https://www.example-supplier-92423a6a.com","procurement@example-c092b08a.com","62b4ccc4-e934-4f85-a7b2-22b1483d40f3",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"62d8810d-1ef8-4dbe-8b79-df010abf4e4e","Vienna Textiles GmbH","Technical textile manufacturer producing industrial fabrics, filtration media, and protective materials. Custom weaving and finishing to specification with OEKO-TEX certified production.","textiles","Austria","Vienna","24 Industriestraße, Vienna, Austria","48.238025","16.233435","[""ISO 9001"", ""REACH"", ""RoHS"", ""AS9100""]","{""ISO 9001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2027-07-28""}, ""REACH"": {""issuing_body"": ""SGS"", ""valid_until"": ""2028-11-28""}, ""RoHS"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2028-08-28""}, ""AS9100"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2028-07-28""}}","49885","meters/month",77,"https://www.example-supplier-20c06520.com","procurement@example-e3ea1b89.com","62d8810d-1ef8-4dbe-8b79-df010abf4e4e",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"634d2152-4f52-4fac-a036-6aab159d1c8e","Berlin Packaging GmbH","Manufacturer of cardboard, corrugated, and sustainable packaging for industrial and consumer goods. Custom design services available with FSC certified paper sourcing.","packaging","Germany","Berlin","86 Industriestraße, Berlin, Germany","52.762709","13.580238","[""ISO 14001""]","{""ISO 14001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2027-10-28""}}","117586","units/month",15,"https://www.example-supplier-c348d8bf.com","procurement@example-ff108652.com","634d2152-4f52-4fac-a036-6aab159d1c8e",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"6437c778-0288-440c-b015-c842becb2c63","Paris Logistics S.A.","Full-service logistics provider offering road, rail, and multimodal freight solutions across Europe. Temperature-controlled and hazardous goods transport available.","logistics","France","Paris","46 Industriestraße, Paris, France","48.802372","2.612281","[""ISO 9001"", ""ISO 27001""]","{""ISO 9001"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2028-01-28""}, ""ISO 27001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2029-06-28""}}","756","shipments/day",47,"https://www.example-supplier-15e72731.com","procurement@example-71325a88.com","6437c778-0288-440c-b015-c842becb2c63",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"65110852-08e4-464c-a613-29ad4cad8a1d","Prague Food Ingredients Ltd.","Supplier of food-grade ingredients including flavor enhancers, stabilizers, and preservatives. HACCP certified and fully compliant with EU food law regulations.","food_ingredients","Czech Republic","Prague","151 Industriestraße, Prague, Czech Republic","50.254973","14.664703","[""ISO 22000""]","{""ISO 22000"": {""issuing_body"": ""DNV"", ""valid_until"": ""2026-07-28""}}","10667","kg/month",50,"https://www.example-supplier-694b0ec8.com","procurement@example-22e3f417.com","65110852-08e4-464c-a613-29ad4cad8a1d",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"65f4255f-ca23-479c-84cd-0279e17515a3","Stuttgart Metals GmbH","Specializes in precision metal components including steel, aluminum, and copper alloys. State-of-the-art CNC machining facility with 20 years of experience in automotive and aerospace.","metals","Germany","Stuttgart","29 Industriestraße, Stuttgart, Germany","48.588146","9.324798","[""ISO 9001"", ""ISO 14001"", ""IATF 16949"", ""ISO 22000""]","{""ISO 9001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2028-04-28""}, ""ISO 14001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2027-10-28""}, ""IATF 16949"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2026-12-28""}, ""ISO 22000"": {""issuing_body"": ""DNV"", ""valid_until"": ""2026-09-28""}}","8741","kg/month",23,"https://www.example-supplier-404f2561.com","procurement@example-f72c5450.com","65f4255f-ca23-479c-84cd-0279e17515a3",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"67c00429-8e4c-4715-b639-080cd91794ce","Hannover Chemicals B.V.","Producer of specialty chemicals, solvents, and reagents for industrial and laboratory applications. Full REACH compliance and SDS documentation provided for all products.","chemicals","Germany","Hannover","170 Industriestraße, Hannover, Germany","52.487768","9.841723","[""ISO 9001"", ""ISO 22000"", ""CE"", ""AS9100""]","{""ISO 9001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2029-02-28""}, ""ISO 22000"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2027-11-28""}, ""CE"": {""issuing_body"": ""SGS"", ""valid_until"": ""2028-03-28""}, ""AS9100"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2026-03-28""}}","5139","liters/month",83,"https://www.example-supplier-0bc93fc5.com","procurement@example-576ca248.com","67c00429-8e4c-4715-b639-080cd91794ce",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"683f010d-7074-425d-9e4a-82a5eeac36be","Vienna Machinery B.V.","Manufacturer of industrial automation equipment, conveyor systems, and material handling machinery. CE marked and EU Machinery Directive compliant. Full installation and maintenance services.","machinery","Austria","Vienna","98 Industriestraße, Vienna, Austria","48.360376","16.246785","[""ISO 9001"", ""ISO 27001"", ""IATF 16949""]","{""ISO 9001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2029-09-28""}, ""ISO 27001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2026-04-28""}, ""IATF 16949"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2027-12-28""}}","16","units/month",62,"https://www.example-supplier-b08fe87f.com","procurement@example-5520686b.com","683f010d-7074-425d-9e4a-82a5eeac36be",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"6d4a5922-cc85-48ee-b9f4-4b407be0044e","Stuttgart Food Ingredients Ltd.","Supplier of food-grade ingredients including flavor enhancers, stabilizers, and preservatives. HACCP certified and fully compliant with EU food law regulations.","food_ingredients","Germany","Stuttgart","192 Industriestraße, Stuttgart, Germany","48.920313","9.32569","[""ISO 9001"", ""ISO 14001""]","{""ISO 9001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2027-03-28""}, ""ISO 14001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2027-09-28""}}","18808","kg/month",52,"https://www.example-supplier-246ec362.com","procurement@example-6fcb6752.com","6d4a5922-cc85-48ee-b9f4-4b407be0044e",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"7700e0d2-cd3d-45e5-8633-3b8c118f2c3f","Stuttgart Construction Materials S.A.","Producer of structural concrete elements, precast components, and thermal insulation materials. CE marked products compliant with EU Construction Products Regulation.","construction_materials","Germany","Stuttgart","171 Industriestraße, Stuttgart, Germany","48.57182","9.373617","[""ISO 9001"", ""REACH"", ""ISO 27001"", ""AS9100""]","{""ISO 9001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2026-09-28""}, ""REACH"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2028-05-28""}, ""ISO 27001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2027-06-28""}, ""AS9100"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2027-02-28""}}","1746","tons/month",24,"https://www.example-supplier-6f0d4d71.com","procurement@example-7f2d206c.com","7700e0d2-cd3d-45e5-8633-3b8c118f2c3f",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"784e8080-5315-4006-a50d-879bb6afdfad","Prague Electronics B.V.","Distributor and manufacturer of electronic components including PCBs, sensors, and microcontrollers. Serves automotive, industrial automation, and consumer electronics markets.","electronics","Czech Republic","Prague","77 Industriestraße, Prague, Czech Republic","50.255903","14.547822","[""ISO 9001"", ""RoHS"", ""ISO 14001"", ""IATF 16949""]","{""ISO 9001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2027-05-28""}, ""RoHS"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2026-12-28""}, ""ISO 14001"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2027-05-28""}, ""IATF 16949"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2027-12-28""}}","45942","units/month",33,"https://www.example-supplier-5527b604.com","procurement@example-de67c527.com","784e8080-5315-4006-a50d-879bb6afdfad",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"7b0fb172-c804-4515-9065-44068ab5f43c","Berlin Software Services AG","Provider of enterprise software development, ERP integration, and digital transformation services. ISO 27001 certified information security management with 99.9% SLA.","software_services","Germany","Berlin","116 Industriestraße, Berlin, Germany","52.403818","13.547225","[""ISO 9001"", ""ISO 45001"", ""AS9100"", ""ISO 14001""]","{""ISO 9001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2026-07-28""}, ""ISO 45001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2029-09-28""}, ""AS9100"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2027-07-28""}, ""ISO 14001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2028-04-28""}}","2","projects/month",47,"https://www.example-supplier-0b191f8c.com","procurement@example-719a02a7.com","7b0fb172-c804-4515-9065-44068ab5f43c",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"7b3884c1-bda9-422d-be24-6873f0d1e69c","Lyon Packaging S.A.","Manufacturer of cardboard, corrugated, and sustainable packaging for industrial and consumer goods. Custom design services available with FSC certified paper sourcing.","packaging","France","Lyon","38 Industriestraße, Lyon, France","45.605707","4.68216","[""ISO 9001"", ""ISO 45001"", ""ISO 14001""]","{""ISO 9001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2028-03-28""}, ""ISO 45001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2026-03-28""}, ""ISO 14001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2028-04-28""}}","318728","units/month",48,"https://www.example-supplier-a2f4a0b2.com","procurement@example-9f35fd8f.com","7b3884c1-bda9-422d-be24-6873f0d1e69c",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"7b497246-8067-4f34-9b8e-dc5d02575bc1","Dortmund Electronics B.V.","Distributor and manufacturer of electronic components including PCBs, sensors, and microcontrollers. Serves automotive, industrial automation, and consumer electronics markets.","electronics","Germany","Dortmund","4 Industriestraße, Dortmund, Germany","51.493399","7.667725","[""ISO 27001"", ""ISO 14001"", ""IATF 16949""]","{""ISO 27001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2027-03-28""}, ""ISO 14001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2029-08-28""}, ""IATF 16949"": {""issuing_body"": ""SGS"", ""valid_until"": ""2029-01-28""}}","22579","units/month",55,"https://www.example-supplier-63401dd9.com","procurement@example-356cd8a3.com","7b497246-8067-4f34-9b8e-dc5d02575bc1",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"7bb662e0-a74e-4b2a-9ec5-9cbadd051486","Paris Metals S.A.","Specializes in precision metal components including steel, aluminum, and copper alloys. State-of-the-art CNC machining facility with 20 years of experience in automotive and aerospace.","metals","France","Paris","29 Industriestraße, Paris, France","48.722229","2.380971","[""ISO 9001"", ""ISO 27001"", ""CE"", ""AS9100""]","{""ISO 9001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2029-03-28""}, ""ISO 27001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2026-12-28""}, ""CE"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2027-09-28""}, ""AS9100"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2028-11-28""}}","33770","kg/month",84,"https://www.example-supplier-0a10c749.com","procurement@example-d11cb6f0.com","7bb662e0-a74e-4b2a-9ec5-9cbadd051486",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"81d8dd89-8ea1-4dbd-9273-f6d82def3ce3","Vienna Food Ingredients GmbH","Supplier of food-grade ingredients including flavor enhancers, stabilizers, and preservatives. HACCP certified and fully compliant with EU food law regulations.","food_ingredients","Austria","Vienna","73 Industriestraße, Vienna, Austria","48.266079","16.327413","[""ISO 27001"", ""IATF 16949"", ""ISO 22000""]","{""ISO 27001"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2029-09-28""}, ""IATF 16949"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2026-04-28""}, ""ISO 22000"": {""issuing_body"": ""DNV"", ""valid_until"": ""2026-01-28""}}","7198","kg/month",45,"https://www.example-supplier-f1f3ddae.com","procurement@example-e5dd8cb1.com","81d8dd89-8ea1-4dbd-9273-f6d82def3ce3",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"82eda191-bf69-45eb-aedb-a73b797c76a2","Warsaw Chemicals AG","Producer of specialty chemicals, solvents, and reagents for industrial and laboratory applications. Full REACH compliance and SDS documentation provided for all products.","chemicals","Poland","Warsaw","133 Industriestraße, Warsaw, Poland","52.426949","21.187836","[""REACH"", ""AS9100"", ""ISO 14001""]","{""REACH"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2029-11-28""}, ""AS9100"": {""issuing_body"": ""DNV"", ""valid_until"": ""2026-04-28""}, ""ISO 14001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2027-05-28""}}","7278","liters/month",69,"https://www.example-supplier-824e30c7.com","procurement@example-8937aad4.com","82eda191-bf69-45eb-aedb-a73b797c76a2",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"89d0ea9c-c1ce-4313-aafd-737921119fca","Duesseldorf Food Ingredients B.V.","Supplier of food-grade ingredients including flavor enhancers, stabilizers, and preservatives. HACCP certified and fully compliant with EU food law regulations.","food_ingredients","Germany","Düsseldorf","50 Industriestraße, Düsseldorf, Germany","51.131467","6.596812","[""ISO 9001"", ""RoHS""]","{""ISO 9001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2028-12-28""}, ""RoHS"": {""issuing_body"": ""SGS"", ""valid_until"": ""2027-02-28""}}","5298","kg/month",39,"https://www.example-supplier-dce0aa26.com","procurement@example-17725f8b.com","89d0ea9c-c1ce-4313-aafd-737921119fca",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"89fd4b4f-1884-4487-8fad-6d4dcfbc51e1","Krakow Software Services Ltd.","Provider of enterprise software development, ERP integration, and digital transformation services. ISO 27001 certified information security management with 99.9% SLA.","software_services","Poland","Krakow","50 Industriestraße, Krakow, Poland","50.069288","19.684584","[""ISO 9001"", ""IATF 16949""]","{""ISO 9001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2027-03-28""}, ""IATF 16949"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2028-02-28""}}","33","projects/month",76,"https://www.example-supplier-14b077cd.com","procurement@example-5f5e3ee9.com","89fd4b4f-1884-4487-8fad-6d4dcfbc51e1",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"8b0e0745-ac99-49c7-ac2f-bf34b53b3522","Prague Logistics B.V.","Full-service logistics provider offering road, rail, and multimodal freight solutions across Europe. Temperature-controlled and hazardous goods transport available.","logistics","Czech Republic","Prague","115 Industriestraße, Prague, Czech Republic","50.166083","14.701526","[""ISO 9001"", ""RoHS"", ""AS9100""]","{""ISO 9001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2029-08-28""}, ""RoHS"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2027-11-28""}, ""AS9100"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2029-11-28""}}","254","shipments/day",42,"https://www.example-supplier-1fed251c.com","procurement@example-b328c4ae.com","8b0e0745-ac99-49c7-ac2f-bf34b53b3522",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"8b444bda-1e28-4c18-bc73-87dba8ff1122","Hamburg Electronics B.V.","Distributor and manufacturer of electronic components including PCBs, sensors, and microcontrollers. Serves automotive, industrial automation, and consumer electronics markets.","electronics","Germany","Hamburg","21 Industriestraße, Hamburg, Germany","53.596601","9.995241","[""ISO 9001"", ""ISO 14001""]","{""ISO 9001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2026-10-28""}, ""ISO 14001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2027-07-28""}}","16713","units/month",79,"https://www.example-supplier-dd6b9005.com","procurement@example-a5551921.com","8b444bda-1e28-4c18-bc73-87dba8ff1122",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"92bb5c8b-88fb-4347-aa71-fb58bc746767","Krakow Machinery AG","Manufacturer of industrial automation equipment, conveyor systems, and material handling machinery. CE marked and EU Machinery Directive compliant. Full installation and maintenance services.","machinery","Poland","Krakow","114 Industriestraße, Krakow, Poland","50.148442","20.125375","[""ISO 9001"", ""ISO 14001"", ""IATF 16949""]","{""ISO 9001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2027-06-28""}, ""ISO 14001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2028-09-28""}, ""IATF 16949"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2026-07-28""}}","40","units/month",31,"https://www.example-supplier-f61a5c21.com","procurement@example-b121fa53.com","92bb5c8b-88fb-4347-aa71-fb58bc746767",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"99fc65a4-fb6f-48e8-a337-34098fda6bb1","Stuttgart Construction Materials S.A.","Producer of structural concrete elements, precast components, and thermal insulation materials. CE marked products compliant with EU Construction Products Regulation.","construction_materials","Germany","Stuttgart","112 Industriestraße, Stuttgart, Germany","48.660184","9.378651","[""IATF 16949"", ""CE"", ""ISO 14001""]","{""IATF 16949"": {""issuing_body"": ""DNV"", ""valid_until"": ""2029-07-28""}, ""CE"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2027-08-28""}, ""ISO 14001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2028-09-28""}}","2284","tons/month",17,"https://www.example-supplier-90795f3e.com","procurement@example-8295f07e.com","99fc65a4-fb6f-48e8-a337-34098fda6bb1",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"9ac203de-545f-4704-bf79-bee914a4740d","Lyon Electronics S.A.","Distributor and manufacturer of electronic components including PCBs, sensors, and microcontrollers. Serves automotive, industrial automation, and consumer electronics markets.","electronics","France","Lyon","150 Industriestraße, Lyon, France","45.875172","4.868623","[""ISO 45001"", ""ISO 14001"", ""AS9100""]","{""ISO 45001"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2027-07-28""}, ""ISO 14001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2026-05-28""}, ""AS9100"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2026-06-28""}}","28535","units/month",38,"https://www.example-supplier-c799be9c.com","procurement@example-0fdd05ca.com","9ac203de-545f-4704-bf79-bee914a4740d",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"9f19a23a-f386-4265-9aca-e7b469b23f3d","Duesseldorf Metals AG","Specializes in precision metal components including steel, aluminum, and copper alloys. State-of-the-art CNC machining facility with 20 years of experience in automotive and aerospace.","metals","Germany","Düsseldorf","161 Industriestraße, Düsseldorf, Germany","51.490525","6.580704","[""ISO 9001"", ""ISO 27001""]","{""ISO 9001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2029-10-28""}, ""ISO 27001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2029-07-28""}}","39552","kg/month",66,"https://www.example-supplier-6ae146c9.com","procurement@example-760147cd.com","9f19a23a-f386-4265-9aca-e7b469b23f3d",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"a1dc83c6-b0d0-4351-895c-fcad1090d620","Frankfurt Machinery AG","Manufacturer of industrial automation equipment, conveyor systems, and material handling machinery. CE marked and EU Machinery Directive compliant. Full installation and maintenance services.","machinery","Germany","Frankfurt","138 Industriestraße, Frankfurt, Germany","49.865142","8.431944","[""ISO 9001"", ""ISO 27001""]","{""ISO 9001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2029-08-28""}, ""ISO 27001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2029-10-28""}}","100","units/month",26,"https://www.example-supplier-621bb13a.com","procurement@example-52a11d33.com","a1dc83c6-b0d0-4351-895c-fcad1090d620",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"a70b691b-40dc-4e83-9603-d94812af925a","Paris Textiles AG","Technical textile manufacturer producing industrial fabrics, filtration media, and protective materials. Custom weaving and finishing to specification with OEKO-TEX certified production.","textiles","France","Paris","78 Industriestraße, Paris, France","48.908919","2.611935","[""ISO 9001"", ""ISO 22000"", ""IATF 16949""]","{""ISO 9001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2027-05-28""}, ""ISO 22000"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2026-09-28""}, ""IATF 16949"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2027-11-28""}}","33170","meters/month",20,"https://www.example-supplier-024a4a5c.com","procurement@example-fc17c5b7.com","a70b691b-40dc-4e83-9603-d94812af925a",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"a9190241-095f-4308-bbbd-fdfe53daa1e7","Lyon Construction Materials AG","Producer of structural concrete elements, precast components, and thermal insulation materials. CE marked products compliant with EU Construction Products Regulation.","construction_materials","France","Lyon","152 Industriestraße, Lyon, France","45.642082","4.90328","[""ISO 9001"", ""RoHS""]","{""ISO 9001"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2027-03-28""}, ""RoHS"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2028-10-28""}}","437","tons/month",10,"https://www.example-supplier-3c3ea9ea.com","procurement@example-20699439.com","a9190241-095f-4308-bbbd-fdfe53daa1e7",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"aa05054c-ce34-4b0a-a554-6719f7ee9d6f","Paris Software Services S.A.","Provider of enterprise software development, ERP integration, and digital transformation services. ISO 27001 certified information security management with 99.9% SLA.","software_services","France","Paris","65 Industriestraße, Paris, France","49.011417","2.35632","[""ISO 14001"", ""AS9100""]","{""ISO 14001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2028-02-28""}, ""AS9100"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2027-12-28""}}","43","projects/month",87,"https://www.example-supplier-88f808c7.com","procurement@example-259be409.com","aa05054c-ce34-4b0a-a554-6719f7ee9d6f",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"ad147739-bf60-4304-9b49-02586fb9cbdf","Dortmund Textiles Ltd.","Technical textile manufacturer producing industrial fabrics, filtration media, and protective materials. Custom weaving and finishing to specification with OEKO-TEX certified production.","textiles","Germany","Dortmund","84 Industriestraße, Dortmund, Germany","51.719887","7.326848","[""ISO 9001"", ""AS9100"", ""IATF 16949"", ""ISO 14001""]","{""ISO 9001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2029-04-28""}, ""AS9100"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2028-06-28""}, ""IATF 16949"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2028-09-28""}, ""ISO 14001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2027-02-28""}}","16817","meters/month",59,"https://www.example-supplier-9219e577.com","procurement@example-c87a9835.com","ad147739-bf60-4304-9b49-02586fb9cbdf",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"ad47c787-e8b7-4bd0-9bb4-7cfb280c129d","Warsaw Textiles S.A.","Technical textile manufacturer producing industrial fabrics, filtration media, and protective materials. Custom weaving and finishing to specification with OEKO-TEX certified production.","textiles","Poland","Warsaw","176 Industriestraße, Warsaw, Poland","52.468333","20.849135","[""ISO 9001"", ""ISO 22000"", ""ISO 27001"", ""IATF 16949""]","{""ISO 9001"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2026-10-28""}, ""ISO 22000"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2028-09-28""}, ""ISO 27001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2028-02-28""}, ""IATF 16949"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2028-01-28""}}","28528","meters/month",69,"https://www.example-supplier-b810bd83.com","procurement@example-1ee1b8ef.com","ad47c787-e8b7-4bd0-9bb4-7cfb280c129d",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"adc56d71-779c-40b4-9049-e9421b5ada25","Prague Food Ingredients B.V.","Supplier of food-grade ingredients including flavor enhancers, stabilizers, and preservatives. HACCP certified and fully compliant with EU food law regulations.","food_ingredients","Czech Republic","Prague","19 Industriestraße, Prague, Czech Republic","49.842141","14.406561","[""ISO 9001"", ""ISO 14001"", ""IATF 16949""]","{""ISO 9001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2029-08-28""}, ""ISO 14001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2026-06-28""}, ""IATF 16949"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2026-11-28""}}","3458","kg/month",85,"https://www.example-supplier-18cb9058.com","procurement@example-b1a0aca4.com","adc56d71-779c-40b4-9049-e9421b5ada25",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
